USERID,ORDERDATE,ORDERID,AMOUNTINFO
146228,2016-04-21,4180182629,9.9
58803,2016-04-21,4114441461,9.9
141482,2016-04-21,4109885806,9.9
153702,2016-04-21,4180952404,9.9
62039,2016-04-21,4121408157,9.9
163173,2016-04-21,4028902714,9.9
108827,2016-04-21,4104142434,9.9
147998,2016-04-21,4105243640,9.9
130932,2016-04-21,4107150725,9.9
162575,2016-04-21,4097240762,9.9
140156,2016-04-21,4177913394,9.9
155646,2016-04-21,4107368337,9.9
101281,2016-04-21,4152254923,9.9
59767,2016-04-21,4166032088,9.9
127897,2016-04-21,4122735702,9.9
64960,2016-04-21,4193405269,9.9
55300,2016-04-21,4191597199,9.9
67327,2016-04-21,4194045585,9.9
54783,2016-04-21,4194786023,9
97529,2016-04-21,4097371697,9
164312,2016-04-21,4117551552,8.9
117627,2016-04-21,4125304875,8.9
93207,2016-04-21,4028544377,8.6
111181,2016-04-21,4081786482,6.9
109634,2016-04-21,4110373544,6.9
62573,2016-04-21,4108186167,6.8
163040,2016-04-21,4110580859,6.3
117769,2016-04-21,4196905148,6.3
110796,2016-04-21,4145420297,6.3
153278,2016-04-21,4082767371,6.3
73622,2016-04-21,4072532414,6.3
124642,2016-04-21,4141900765,6
103961,2016-04-21,4111176599,6
114117,2016-04-21,4203175928,6
58436,2016-04-21,4104244177,6
122293,2016-04-21,4114950514,6
123131,2016-04-21,4163980951,5.9
95470,2016-04-21,4106727024,5.9
110034,2016-04-21,4143852250,3.9
116439,2016-04-21,4099590799,2.9
115769,2016-04-21,4196395518,0.5
86938,2016-04-21,4108785684,0.5
121782,2016-04-21,4203067169,0.5
155211,2016-04-21,4195646285,0.5
144226,2016-04-21,4199257179,0.5
51602,2016-04-21,4188716041,0.5
54073,2016-04-21,3531444192,0.5
114764,2016-04-22,4197504120,9399
159953,2016-04-22,4202490352,8999
75241,2016-04-22,3657718752,6188
158881,2016-04-22,4201188191,5899
126436,2016-04-22,4196350158,5499
149370,2016-04-22,4182928398,5199
127594,2016-04-22,4191843637,4599
92584,2016-04-22,4200590574,4599
86283,2016-04-22,4191262958,4568
101738,2016-04-22,4197555492,4499
52718,2016-04-22,4174873736,4299
67972,2016-04-22,4195782006,3999
78846,2016-04-22,4195444501,3999
152053,2016-04-22,4194693622,3988
91939,2016-04-22,4197569031,3899
102552,2016-04-22,4193855630,3799
134945,2016-04-22,4194959740,3799
134360,2016-04-22,3455754002,3699
92942,2016-04-22,4200729652,3499
77290,2016-04-22,4198555328,3499
70469,2016-04-22,3576310485,3399
154517,2016-04-22,4141615946,3299
151254,2016-04-22,4190619332,3299
66733,2016-04-22,4202313337,3139
131617,2016-04-22,4189346262,3099
124721,2016-04-22,4199904760,3099
69663,2016-04-22,4195841694,2999
159334,2016-04-22,4199521419,2999
117370,2016-04-22,4197783368,2999
121557,2016-04-22,4196600461,2988
154416,2016-04-22,4086884694,2899
160470,2016-04-22,3516297353,2799
154203,2016-04-22,4182857481,2699
115847,2016-04-22,4200846618,2599
160069,2016-04-22,4202652203,2429
134769,2016-04-22,4202386257,2299
72003,2016-04-22,4197905125,2286
97163,2016-04-22,4199431257,2244
70637,2016-04-22,4191758075,2244
103252,2016-04-22,4196765567,2199
107192,2016-04-22,4194020217,2099
65255,2016-04-22,4196294604,2099
139889,2016-04-22,4193650742,1999
104821,2016-04-22,4196197986,1999
148670,2016-04-22,4195349404,1999
143814,2016-04-22,3567446660,1899
139478,2016-04-22,4194063782,1888
66212,2016-04-22,4193118220,1719
144201,2016-04-22,4108872353,1699
126406,2016-04-22,4200166331,1599
59055,2016-04-22,4193624871,1499
131744,2016-04-22,4191660239,1488
117678,2016-04-22,4080724748,1449
136803,2016-04-22,4202976364,1299
121815,2016-04-22,4191777944,1265
110870,2016-04-22,4195332382,1248
113871,2016-04-22,4099901025,1198
155834,2016-04-22,4128439669,1099
100638,2016-04-22,4195818528,999
119679,2016-04-22,4190984030,999
127328,2016-04-22,4196685518,999
109909,2016-04-22,4182355263,999
67412,2016-04-22,4201923293,939
59364,2016-04-22,4202419920,899
65034,2016-04-22,4178617135,898
64405,2016-04-22,4193268954,699
51799,2016-04-22,4192613159,688
123343,2016-04-22,4201416712,639
121197,2016-04-22,4194022098,499
66567,2016-04-22,4029166054,499
84300,2016-04-22,4196261422,499
95631,2016-04-22,4197771213,496
75513,2016-04-22,3985992350,477
148730,2016-04-22,4191616375,428
56939,2016-04-22,4202296769,419
51405,2016-04-22,4195683333,399
54012,2016-04-22,4171732439,399
114222,2016-04-22,4186442199,388
135951,2016-04-22,4152880255,369
52585,2016-04-22,4195536877,366
68717,2016-04-22,3849514509,338
153006,2016-04-22,4178533371,328
159786,2016-04-22,4197098564,318
152917,2016-04-22,4173149757,299
107963,2016-04-22,4173063293,299
160646,2016-04-22,4135164292,299
70337,2016-04-22,4128560631,299
74528,2016-04-22,4192602929,299
109902,2016-04-22,4180374681,299
145677,2016-04-22,4199878897,289
99607,2016-04-22,4196288509,279
135837,2016-04-22,4202275452,279
69627,2016-04-22,4172902761,268
139885,2016-04-22,3891605004,268
158593,2016-04-22,4199210659,258
158192,2016-04-22,4201402111,249
125228,2016-04-22,4183719114,230
134411,2016-04-22,4198150725,228
58130,2016-04-22,4193944613,212
127461,2016-04-22,4193769246,208
60724,2016-04-22,4202980597,199
107892,2016-04-22,4202572833,199
152344,2016-04-22,4189983361,199
103808,2016-04-22,4199388680,199
60008,2016-04-22,4114878277,199
101663,2016-04-22,4202313250,189
90786,2016-04-22,4195572042,188
143764,2016-04-22,4200804039,178
118004,2016-04-22,3561077421,169
94850,2016-04-22,4199414669,169
65426,2016-04-22,4180059457,159
71158,2016-04-22,4165806432,149
103378,2016-04-22,4193294436,135
149353,2016-04-22,4051043536,130
74817,2016-04-22,3600663206,130
115381,2016-04-22,4145423503,121
57469,2016-04-22,4018931402,119
126546,2016-04-22,4180209239,119
84331,2016-04-22,3961684426,118
110356,2016-04-22,4198427228,109
54123,2016-04-22,4195661957,105
113569,2016-04-22,4199834198,99.9
60195,2016-04-22,4191974511,99
128855,2016-04-22,4157115222,99
82162,2016-04-22,4202536113,99
134423,2016-04-22,4019481643,99
131542,2016-04-22,4197926121,99
70786,2016-04-22,4197014517,99
156210,2016-04-22,4199742504,96
56826,2016-04-22,4130215363,93
132350,2016-04-22,4165352580,89.9
58678,2016-04-22,4198305515,89
60916,2016-04-22,4196129086,89
158613,2016-04-22,4200832656,89
150124,2016-04-22,4198148756,89
65502,2016-04-22,4200023793,88
101347,2016-04-22,4190644523,81
137656,2016-04-22,4195890133,81
76114,2016-04-22,4192638906,79.9
143686,2016-04-22,4022425510,79
152591,2016-04-22,4190033016,72
106063,2016-04-22,4115722453,66
129850,2016-04-22,4192683333,62.9
148080,2016-04-22,3927810707,59
140470,2016-04-22,3555253154,59
121734,2016-04-22,4196997889,59
102378,2016-04-22,4202410031,59
109021,2016-04-22,4130431488,59
154696,2016-04-22,4156103254,59
101699,2016-04-22,3884304732,59
76555,2016-04-22,4136382265,59
84911,2016-04-22,4193901622,59
98372,2016-04-22,4191659857,59
147061,2016-04-22,4196450165,55
75390,2016-04-22,4192465182,55
109048,2016-04-22,4199238532,49
55503,2016-04-22,4097466862,49
137548,2016-04-22,4163132334,49
125981,2016-04-22,3354968596,44.9
143684,2016-04-22,4196342984,39.9
84715,2016-04-22,3900056266,39.9
73252,2016-04-22,4191067909,39.9
104784,2016-04-22,4195411134,39
112477,2016-04-22,4196221312,39
100982,2016-04-22,4202809712,39
127170,2016-04-22,4191820574,35
62398,2016-04-22,4196670330,35
110463,2016-04-22,4079896132,32.9
110672,2016-04-22,4138017728,32
61765,2016-04-22,4178958001,30
142714,2016-04-22,4117036470,29.9
163685,2016-04-22,3860405407,29
52321,2016-04-22,4078582842,29
119848,2016-04-22,4198243285,29
54615,2016-04-22,4195841694,29
160907,2016-04-22,4196478832,29
68589,2016-04-22,4190720222,29
77820,2016-04-22,4202978394,26
57722,2016-04-22,4193453227,23.9
111567,2016-04-22,4199816061,23.9
153214,2016-04-22,3847955992,22.9
97226,2016-04-22,4137024454,21.9
51376,2016-04-22,4070238289,21.9
101805,2016-04-22,4191569913,19.9
53314,2016-04-22,3608361980,19.9
80062,2016-04-22,4195152460,19.9
71657,2016-04-22,4198026607,19.9
93704,2016-04-22,4198620508,19.9
153883,2016-04-22,3980171590,19.9
121275,2016-04-22,4111162188,19.8
93069,2016-04-22,4195606391,19
132619,2016-04-22,4194250369,19
101747,2016-04-22,4202015143,17.9
72069,2016-04-22,4199898039,17.9
94638,2016-04-22,4131186232,16.6
98056,2016-04-22,4193910563,16.5
151240,2016-04-22,4101412978,15.2
129420,2016-04-22,3982183000,15
96914,2016-04-22,4174377518,14.6
89228,2016-04-22,4198656624,14
112968,2016-04-22,4107802921,13.9
156914,2016-04-22,4174081816,13.5
147257,2016-04-22,4100968490,13.5
63368,2016-04-22,4177696796,13.2
147556,2016-04-22,4170043813,13.2
95214,2016-04-22,4082797534,12
67385,2016-04-22,4082821969,11.9
90988,2016-04-22,4166393830,11.9
101353,2016-04-22,4202840380,11.9
63798,2016-04-22,4107789121,11.2
98339,2016-04-22,4077856463,10.9
154442,2016-04-22,4112182603,10.9
144123,2016-04-22,4036923702,10.9
51227,2016-04-22,4118376452,9.9
91338,2016-04-22,4109467599,9.9
70205,2016-04-22,4010727129,9.9
83872,2016-04-22,4104336487,9.9
131849,2016-04-22,4196240550,9.9
105050,2016-04-22,4109083044,9.9
131858,2016-04-22,4101642347,9.9
98029,2016-04-22,4108999617,9.9
80592,2016-04-22,4175087143,9.9
130260,2016-04-22,4117516992,9.9
136100,2016-04-22,4101644341,9.9
118359,2016-04-22,4110313797,9.9
137696,2016-04-22,4022244000,9.9
146433,2016-04-22,4163599693,9.9
164663,2016-04-22,4097095390,9.9
152845,2016-04-22,4163599943,9.9
109181,2016-04-22,4191583533,9.9
94611,2016-04-22,4191473340,9.9
71716,2016-04-22,3995642636,9.8
65842,2016-04-22,4193977532,9
84581,2016-04-22,4200993733,9
158475,2016-04-22,4174261847,8.9
138516,2016-04-22,4177913916,8.9
80984,2016-04-22,4028744681,8.9
141769,2016-04-22,4111956902,8.6
131911,2016-04-22,3963296706,8.6
151688,2016-04-22,4196918036,8
127475,2016-04-22,4001394868,7.8
91449,2016-04-22,3998081556,7.8
76012,2016-04-22,4109083767,7.8
151480,2016-04-22,4119529494,7.8
52829,2016-04-22,4024088774,7.8
116796,2016-04-22,4110169892,7.8
163375,2016-04-22,4192181324,7.8
80713,2016-04-22,4106498934,6.9
139182,2016-04-22,4035730972,6.8
108784,2016-04-22,4014946408,6.8
74445,2016-04-22,3980226411,6.8
128762,2016-04-22,4017403388,6.8
53269,2016-04-22,4109034420,6.3
135033,2016-04-22,4072875660,6.3
110807,2016-04-22,4035469218,6.3
67765,2016-04-22,4072362789,6.3
90938,2016-04-22,4140878336,5
143052,2016-04-22,4083578284,2.9
115076,2016-04-22,4115909287,2.9
127200,2016-04-22,4101136352,2.9
119884,2016-04-22,4176621107,2.9
121169,2016-04-22,4193595466,0.5
68880,2016-04-22,4192786453,0.5
53859,2016-04-22,4186826745,0.5
159610,2016-04-22,4120296990,0.5
68387,2016-04-23,4199921430,9399
61348,2016-04-23,4172708057,9099
65042,2016-04-23,4197211398,8498
133096,2016-04-23,4193773711,6899
123675,2016-04-23,3434109844,5599
87674,2016-04-23,3991435333,5399
88104,2016-04-23,4180208313,4899
142728,2016-04-23,4178957229,4899
163704,2016-04-23,4189213945,4699
129791,2016-04-23,4196104288,4586
69072,2016-04-23,4195176494,4488
64913,2016-04-23,4191387034,3999
79064,2016-04-23,4193751939,3999
97893,2016-04-23,4202094386,3999
156922,2016-04-23,4182040336,3988
86579,2016-04-23,4192505251,3799
161533,2016-04-23,4194307351,3799
104433,2016-04-23,4200420174,3779
73772,2016-04-23,4190478536,3699
52688,2016-04-23,4192354828,3666
152401,2016-04-23,4198555890,3499
158031,2016-04-23,4180867161,3399
81826,2016-04-23,4202791002,3349
142776,2016-04-23,4197891585,3344
138309,2016-04-23,4195344339,3199
83337,2016-04-23,3855250484,3099
121283,2016-04-23,4199857934,3099
62156,2016-04-23,4196326291,3099
79797,2016-04-23,4198031527,3099
60911,2016-04-23,4195020161,2999
159227,2016-04-23,4194641535,2999
121041,2016-04-23,4190657224,2990
56039,2016-04-23,4202415955,2848
108699,2016-04-23,4184072598,2699
126503,2016-04-23,4190969334,2499
136223,2016-04-23,4179944097,2499
114976,2016-04-23,4198144232,2366
106589,2016-04-23,4200666892,2365
82563,2016-04-23,4194522733,2199
60268,2016-04-23,4200605872,2099
115052,2016-04-23,4202466565,2099
55407,2016-04-23,4194362476,1999
94859,2016-04-23,4193039144,1999
67311,2016-04-23,4108933414,1899
164402,2016-04-23,4195262240,1889
57475,2016-04-23,4202343005,1889
66938,2016-04-23,4192249187,1799
96843,2016-04-23,4198983367,1699
142163,2016-04-23,4192275170,1599
94542,2016-04-23,4201644582,1499
120192,2016-04-23,4193877484,1499
106556,2016-04-23,4195377031,1398
152370,2016-04-23,4190738980,1298
156779,2016-04-23,4196265711,1288
58108,2016-04-23,4202072860,1280
156883,2016-04-23,4182355200,1249
120437,2016-04-23,3844291173,1248
57945,2016-04-23,4136249914,1186
144492,2016-04-23,4183920304,1099
80430,2016-04-23,4188640067,999
51699,2016-04-23,4191268195,999
122855,2016-04-23,4195764439,945
113653,2016-04-23,4200299074,945
158711,2016-04-23,4202024231,939
98581,2016-04-23,4200502820,849
163833,2016-04-23,4079025473,799
89471,2016-04-23,4201788650,749
115173,2016-04-23,3826523470,739
67795,2016-04-23,4193056990,699
93354,2016-04-23,4187003824,599
157540,2016-04-23,4197363809,466
125815,2016-04-23,4195859180,416
139285,2016-04-23,3534409165,399
55656,2016-04-23,4195668505,399
83226,2016-04-23,4193412278,398
153527,2016-04-23,4106799580,388
120104,2016-04-23,3931806061,299
93299,2016-04-23,4194290952,299
145695,2016-04-23,4144384921,299
158315,2016-04-23,4192208217,279
138371,2016-04-23,4199306741,269
118656,2016-04-23,4193058688,219
79653,2016-04-23,4182787946,199
81031,2016-04-23,4160673080,199
137234,2016-04-23,4200421936,199
98820,2016-04-23,4170787200,199
114014,2016-04-23,4202630639,179
80441,2016-04-23,4194222304,179
99862,2016-04-23,4194220110,159
65591,2016-04-23,4197188382,159
95569,2016-04-23,4203206627,149
69124,2016-04-23,4193731302,135
149911,2016-04-23,4199771978,129
106519,2016-04-23,3289357252,129
162011,2016-04-23,4195906559,128
94787,2016-04-23,4156196558,122
97295,2016-04-23,4196750153,119
115793,2016-04-23,4015011868,119
101797,2016-04-23,3758954427,119
85120,2016-04-23,3942105079,119
70505,2016-04-23,4193140715,118
63645,2016-04-23,4195114832,110
134956,2016-04-23,4190993174,109
112695,2016-04-23,4198175546,109
82271,2016-04-23,4202971784,108
98726,2016-04-23,4026405438,105
80850,2016-04-23,4199587239,99.9
109734,2016-04-23,4203097269,99
157665,2016-04-23,4200236450,99
84777,2016-04-23,4195467634,99
117827,2016-04-23,4186933578,99
135699,2016-04-23,3932226128,99
64332,2016-04-23,4199940083,99
86238,2016-04-23,3876266710,99
119613,2016-04-23,4200699266,98
136077,2016-04-23,4197432950,93.8
144525,2016-04-23,4190956519,89
97246,2016-04-23,4192141040,89
51743,2016-04-23,4117266473,89
80600,2016-04-23,4190213496,89
82214,2016-04-23,4181628316,88
127316,2016-04-23,4201903580,79.9
69071,2016-04-23,4196738271,79
63610,2016-04-23,4132706116,78
130731,2016-04-23,4184024205,76.8
62796,2016-04-23,4197156444,75
159561,2016-04-23,4122593200,69
71521,2016-04-23,4188568284,67
54678,2016-04-23,4200177068,65.9
124645,2016-04-23,4195648221,59
67676,2016-04-23,4191251347,59
127643,2016-04-23,4193751351,59
148714,2016-04-23,3957957401,59
68472,2016-04-23,3525516264,59
70852,2016-04-23,4149599524,59
68752,2016-04-23,4192389517,59
162947,2016-04-23,4194225666,59
81759,2016-04-23,4140739623,49.9
51280,2016-04-23,4191276760,49
132663,2016-04-23,4190883484,49
98263,2016-04-23,4150458705,49
99170,2016-04-23,4155239422,46.9
133713,2016-04-23,4196916752,46
74248,2016-04-23,4156620732,44.9
62094,2016-04-23,4192086977,44.9
98188,2016-04-23,3981517911,39
108315,2016-04-23,4201399529,39
116366,2016-04-23,4202505037,39
105371,2016-04-23,4202254280,39
91300,2016-04-23,4200860418,38
114311,2016-04-23,4192766109,38
150655,2016-04-23,4194831444,35.9
80466,2016-04-23,4192619412,30
107193,2016-04-23,4180972385,30
85324,2016-04-23,4107593190,29.9
92231,2016-04-23,4196350444,29
54672,2016-04-23,4194644202,29
69670,2016-04-23,4198689258,29
125266,2016-04-23,4199266943,29
156426,2016-04-23,4188549448,28
106750,2016-04-23,4202383348,26
137391,2016-04-23,3980782126,23.9
58166,2016-04-23,4081229054,23.9
105198,2016-04-23,4107195698,23
90219,2016-04-23,4128399032,21.9
89726,2016-04-23,4020655777,21.9
138904,2016-04-23,4098817315,21.9
116798,2016-04-23,4115806866,19.9
109110,2016-04-23,4199718271,19.9
154669,2016-04-23,4199549463,19.9
72396,2016-04-23,4191367118,19.9
72234,2016-04-23,4201452829,19
81959,2016-04-23,4190289397,19
74606,2016-04-23,4082359868,16.9
96189,2016-04-23,3983895078,16.5
159962,2016-04-23,4105924549,15.9
114219,2016-04-23,4125241740,15.5
125171,2016-04-23,4192525543,15
75785,2016-04-23,4148782301,14
113909,2016-04-23,4107999003,13.9
163012,2016-04-23,4109567913,13.9
158551,2016-04-23,4190359183,13.5
133188,2016-04-23,4172011522,13.5
80440,2016-04-23,4175253550,13
116770,2016-04-23,3580151515,12.9
116970,2016-04-23,4178376099,12
72319,2016-04-23,4190226474,11.9
93837,2016-04-23,4080023824,11.9
56922,2016-04-23,3785752641,11.9
70509,2016-04-23,4071653951,11
148138,2016-04-23,3983892107,10.9
139447,2016-04-23,4181055177,10.9
55965,2016-04-23,4114633324,10.9
66347,2016-04-23,4111705093,10.9
73526,2016-04-23,4152034563,10.9
158663,2016-04-23,4122316320,10.9
141930,2016-04-23,4200252593,9.9
153778,2016-04-23,4105527091,9.9
64284,2016-04-23,4144697948,9.9
60590,2016-04-23,4117203931,9.9
165027,2016-04-23,4117204442,9.9
158894,2016-04-23,4198492660,9.9
131954,2016-04-23,4111882976,9.9
102102,2016-04-23,4105244893,9.9
147173,2016-04-23,4176346823,9.9
54659,2016-04-23,4107043987,9.9
118785,2016-04-23,3983723320,9.9
159057,2016-04-23,4015346131,9.9
61907,2016-04-23,3986785706,9.9
148126,2016-04-23,4098308452,9.9
154984,2016-04-23,4110483165,9.9
151702,2016-04-23,4117551673,9.9
69289,2016-04-23,4107142971,9.9
83522,2016-04-23,4117227868,9.9
54894,2016-04-23,4192114467,9.9
162241,2016-04-23,4063815693,9.9
89168,2016-04-23,4197042110,9.9
154920,2016-04-23,4107211228,9.9
133376,2016-04-23,4107196148,9.9
159036,2016-04-23,4109831648,9.9
134562,2016-04-23,4202404010,9.9
151468,2016-04-23,4074564965,9.8
159310,2016-04-23,3938102842,9
115492,2016-04-23,4192361872,9
164103,2016-04-23,4107323377,8.9
106411,2016-04-23,4100191503,8.9
131139,2016-04-23,4101548869,8.6
104843,2016-04-23,4101251183,7.8
143867,2016-04-23,4172594758,7.8
85653,2016-04-23,3967776160,7.8
90551,2016-04-23,4109082664,7.8
59812,2016-04-23,3982667338,6.9
131242,2016-04-23,4109377721,6.9
151848,2016-04-23,4077999364,6.9
156817,2016-04-23,4180256457,6.8
144003,2016-04-23,4190352269,6.8
103280,2016-04-23,4096595975,6.8
125531,2016-04-23,4099106906,6.8
58899,2016-04-23,4106989459,6.3
122779,2016-04-23,4104087371,6.3
51554,2016-04-23,4146105937,6.3
91747,2016-04-23,4035709207,6.3
144875,2016-04-23,4107450960,6.3
58238,2016-04-23,4108657657,6
144416,2016-04-23,4082750955,6
94848,2016-04-23,4080293308,6
151457,2016-04-23,4107323735,6
128483,2016-04-23,4133388013,5.9
154953,2016-04-23,4121807509,5
123567,2016-04-23,4193444749,3.9
112321,2016-04-23,4111224924,2.9
85575,2016-04-23,4194112730,0.5
84104,2016-04-23,4198241701,0.5
150454,2016-04-23,4200038007,0.5
144448,2016-04-23,4192615790,0.5
69530,2016-04-23,4192060401,0.5
56900,2016-04-23,3611554565,0.5
73068,2016-04-24,4177945900,15999
101220,2016-04-24,4194826601,6899
91663,2016-04-24,4194956333,6899
98566,2016-04-24,4099149876,6799
129489,2016-04-24,4151220909,5899
128588,2016-04-24,4200071760,5199
65648,2016-04-24,4187044251,3999
106139,2016-04-24,4197885006,3999
156336,2016-04-24,4193441755,3938
115497,2016-04-24,4178894949,3799
132926,2016-04-24,4172181425,3699
101329,2016-04-24,4202396165,3599
118052,2016-04-24,4191907241,3599
102095,2016-04-24,3520441651,3599
119423,2016-04-24,4203116680,3580
130598,2016-04-24,4131906457,3499
111495,2016-04-24,4194228501,3499
144624,2016-04-24,4193741775,3399
99779,2016-04-24,4145027520,3399
109527,2016-04-24,4185173506,3399
143946,2016-04-24,4192094769,3399
131813,2016-04-24,3519481223,3399
109995,2016-04-24,4194377281,3299
63772,2016-04-24,4197342674,3299
153852,2016-04-24,4162892824,3299
98834,2016-04-24,4190315469,3099
70779,2016-04-24,4191241842,3099
52965,2016-04-24,4193427069,3099
118426,2016-04-24,4199312496,2999
65270,2016-04-24,4201905346,2699
94711,2016-04-24,4198007559,2699
90069,2016-04-24,4154116575,2699
63281,2016-04-24,4191949198,2699
52384,2016-04-24,4192657892,2599
61739,2016-04-24,4195841991,2586
77826,2016-04-24,4193540019,2586
151006,2016-04-24,4195807221,2499
78312,2016-04-24,4202838644,2429
115377,2016-04-24,4192805819,2399
100668,2016-04-24,4198491603,2299
98813,2016-04-24,4054084597,2286
62531,2016-04-24,4200673877,2286
158756,2016-04-24,4196048591,2286
57018,2016-04-24,4202779640,2199
85115,2016-04-24,4130362930,2199
67098,2016-04-24,4198384244,2199
60009,2016-04-24,4196606305,2199
139652,2016-04-24,4203101961,2188
80940,2016-04-24,4193386085,1999
114316,2016-04-24,4195299787,1999
90538,2016-04-24,4198908331,1899
55535,2016-04-24,4199604691,1899
100711,2016-04-24,4195283934,1599
87003,2016-04-24,4156682891,1549
122942,2016-04-24,4109402532,1499
136412,2016-04-24,3991058403,1499
87756,2016-04-24,4175935142,1499
88954,2016-04-24,4071623101,1488
89832,2016-04-24,4194005111,1354.5
101787,2016-04-24,4200459272,1348
86311,2016-04-24,4097456081,1248
159178,2016-04-24,4174265140,1099
69145,2016-04-24,3895754796,1056
158246,2016-04-24,4200408871,969
96436,2016-04-24,4201983107,939
117791,2016-04-24,4196056180,938
54833,2016-04-24,4174913246,899
158511,2016-04-24,4191894214,866
127198,2016-04-24,4197709011,790
103840,2016-04-24,4198040139,760
158933,2016-04-24,4200411212,699
68295,2016-04-24,4202320867,699
57487,2016-04-24,4197685665,699
123482,2016-04-24,4171499538,548
60474,2016-04-24,4185104433,399
133614,2016-04-24,4025878775,379
117130,2016-04-24,4171455232,338
152551,2016-04-24,4196579014,323
126985,2016-04-24,4192705033,318
71755,2016-04-24,4199634227,299
62579,2016-04-24,4196200116,299
140678,2016-04-24,4200256245,299
150549,2016-04-24,3956830414,299
72195,2016-04-24,4192480603,299
67858,2016-04-24,4193241757,239
92628,2016-04-24,3785313117,238
106657,2016-04-24,4188390140,229
117022,2016-04-24,4191583983,229
92193,2016-04-24,4193002068,209
111668,2016-04-24,4195725383,199
94566,2016-04-24,4197479924,199
163071,2016-04-24,4190678514,199
149047,2016-04-24,4177878585,199
113341,2016-04-24,4193418866,189
93961,2016-04-24,4199143740,168
159197,2016-04-24,4194446356,159
127470,2016-04-24,4151304898,158
142046,2016-04-24,4193417299,130.9
66305,2016-04-24,3289357252,129
53511,2016-04-24,4201269920,119
139862,2016-04-24,4201997137,108
143172,2016-04-24,4150758371,108
99245,2016-04-24,4198929935,105
92841,2016-04-24,4151530246,105
71035,2016-04-24,4202349198,99.9
66174,2016-04-24,4201214930,99.9
137586,2016-04-24,4196508854,99
126219,2016-04-24,4190611923,99
58042,2016-04-24,4197454930,99
156421,2016-04-24,4202406590,98
138502,2016-04-24,4202975973,95
90521,2016-04-24,4194624909,89.9
146933,2016-04-24,3533058173,89
127976,2016-04-24,4193893560,88
62155,2016-04-24,4139682999,88
109790,2016-04-24,4180734405,83
96569,2016-04-24,4192634282,79.9
127574,2016-04-24,4167265905,79
59616,2016-04-24,4193502284,79
118010,2016-04-24,4195787791,78
129045,2016-04-24,4171922445,78
128444,2016-04-24,4183897951,70
91104,2016-04-24,3929557399,69
132186,2016-04-24,4196912521,69
67520,2016-04-24,4191086941,66
158524,2016-04-24,3982247740,61.9
129097,2016-04-24,4193597167,59
94929,2016-04-24,4190459284,59
52488,2016-04-24,4198312023,59
143464,2016-04-24,4194239260,59
60500,2016-04-24,4195640602,59
60874,2016-04-24,4202819558,59
129363,2016-04-24,4193485460,59
141627,2016-04-24,4135114902,59
74945,2016-04-24,4192505283,59
96826,2016-04-24,3793534911,59
121898,2016-04-24,4071052381,59
69005,2016-04-24,3996301190,59
136012,2016-04-24,3942013412,59
161719,2016-04-24,4192050231,59
106947,2016-04-24,4191843201,55
97435,2016-04-24,4190301298,54.5
119384,2016-04-24,4148148439,51
117954,2016-04-24,4138957430,49
134774,2016-04-24,4171739475,49
61393,2016-04-24,3769657187,49
149874,2016-04-24,4177515239,48
52294,2016-04-24,4198521231,48
113923,2016-04-24,4194692068,45
62048,2016-04-24,4200633632,39.9
146628,2016-04-24,4193727156,39.9
81325,2016-04-24,4125898290,39.9
72169,2016-04-24,4203001291,39
135332,2016-04-24,4110134419,39
145290,2016-04-24,4196014222,39
118170,2016-04-24,4201710552,39
59199,2016-04-24,4202997642,39
103229,2016-04-24,4018211107,39
157926,2016-04-24,4162299099,39
157549,2016-04-24,4196866743,36.9
97242,2016-04-24,4193066572,36.9
104303,2016-04-24,4196045198,32
134266,2016-04-24,4191345590,29.9
148579,2016-04-24,3848041280,29
130888,2016-04-24,4192954609,29
92410,2016-04-24,4191465040,29
141683,2016-04-24,4196173530,29
54111,2016-04-24,4196653515,29
78148,2016-04-24,4117126448,27.9
66011,2016-04-24,3621875264,27.9
160684,2016-04-24,4192938831,26.9
112767,2016-04-24,3545987035,26
132062,2016-04-24,4184617010,25
110695,2016-04-24,4080063166,23.9
61030,2016-04-24,4105234818,23
99118,2016-04-24,4194084034,23
112152,2016-04-24,4097397347,21.9
118474,2016-04-24,4190323217,21.9
119223,2016-04-24,4191403694,21.9
143690,2016-04-24,4192868185,19.9
150875,2016-04-24,4195926821,19.9
164956,2016-04-24,4196958180,19.9
87457,2016-04-24,4197367019,19.9
112339,2016-04-24,4190974782,19.9
70418,2016-04-24,4135139998,19.9
76838,2016-04-24,4172720369,19.9
112305,2016-04-24,4104669450,18.2
113507,2016-04-24,4172622038,18
108658,2016-04-24,4201544001,16.9
140162,2016-04-24,4186141391,15.9
124801,2016-04-24,4111610638,14.5
93491,2016-04-24,4099655194,14
80676,2016-04-24,4104831454,13.9
71007,2016-04-24,4107362252,13.5
64894,2016-04-24,4191890290,13.5
134464,2016-04-24,4099740732,12.9
103197,2016-04-24,4126094529,12.5
138532,2016-04-24,4117037955,12.5
108915,2016-04-24,4147832093,12
126604,2016-04-24,4194239352,12
90928,2016-04-24,4151856951,11.9
65215,2016-04-24,4195841349,11.9
72637,2016-04-24,4109429605,11.9
121293,2016-04-24,4177331349,11.9
93575,2016-04-24,4081465222,11
141653,2016-04-24,4032100586,11
89200,2016-04-24,4107620944,11
143584,2016-04-24,4111320573,11
101474,2016-04-24,4185876670,10.9
151746,2016-04-24,4195197773,10
96754,2016-04-24,4117491898,9.9
